name@version *;license *;copyrights *;end-of-support;dependencies;language;repository;email;URL
validation-api-1.0.0.GA-redhat-3.jar;Apache-2.0;-;-;-;Java;-;-;-
wsadp-2.1.0.jar;"Apache-2.0; MIT (Rilasciata da CSI Piemonte su richiesta)";CSI-Piemonte;-;-;Java;-;-;-
wsdl4j-1.6.2.jar;CPL-1.0;-;-;-;Java;-;-;-
wsdl4j-1.6.3.redhat-1.jar;CPL ;-;-;-;Java;-;-;-
wstx-asl-3.2.9.jar;Apache-2.0;-;-;-;Java;-;-;-
xalan-2.3.1.jar;Apache-2.0;-;-;-;Java;-;-;-
xerces-1.4.4.jar;Apache-2.0;-;-;-;Java;-;-;-
xercesImpl-2.0.1.jar;Apache-2.0;-;-;-;Java;-;-;-
xml-resolver-1.2.jar;Apache-2.0;-;-;-;Java;-;-;-
xmlbeans-2.4.0.jar;Apache-2.0;-;-;-;Java;-;-;-
xsltc-2.3.1.jar;Apache-2.0;-;-;-;Java;-;-;-
xwork-core-2.3.35.jar;Apache-2.0;-;-;-;Java;-;-;-
